名称,类型,父记录,行政区划代码,父级行政区划代码
周巷村,社区/村,临泽镇,321084006021,321084006000
朱堆村,社区/村,临泽镇,321084006022,321084006000
临泽社区,社区/村,临泽镇,321084006023,321084006000
泰山社区,社区/村,临泽镇,321084006024,321084006000
川青社区,社区/村,临泽镇,321084006025,321084006000
周巷社区,社区/村,临泽镇,321084006026,321084006000
营南社区,社区/村,临泽镇,321084006027,321084006000
果林社区,社区/村,临泽镇,321084006028,321084006000
水产养殖场,社区/村,临泽镇,321084006029,321084006000
其他,社区/村,临泽镇,321084006030,321084006000
高庙村,社区/村,菱塘乡,321084007001,321084007000
龚家村,社区/村,菱塘乡,321084007002,321084007000
菱塘村,社区/村,菱塘乡,321084007003,321084007000
骑龙村,社区/村,菱塘乡,321084007004,321084007000
清真村,社区/村,菱塘乡,321084007005,321084007000
王姚村,社区/村,菱塘乡,321084007006,321084007000
曙光社区,社区/村,菱塘乡,321084007007,321084007000
文昌社区,社区/村,菱塘乡,321084007008,321084007000
其他,社区/村,菱塘乡,321084007009,321084007000
白马村,社区/村,龙虬镇,321084008001,321084008000
大树村,社区/村,龙虬镇,321084008002,321084008000
东角村,社区/村,龙虬镇,321084008003,321084008000
龙潭村,社区/村,龙虬镇,321084008004,321084008000
龙腾村,社区/村,龙虬镇,321084008005,321084008000
龙虬庄村,社区/村,龙虬镇,321084008006,321084008000
强民村,社区/村,龙虬镇,321084008007,321084008000
兴北村,社区/村,龙虬镇,321084008008,321084008000
兴南村,社区/村,龙虬镇,321084008009,321084008000
一沟村,社区/村,龙虬镇,321084008010,321084008000
张轩村,社区/村,龙虬镇,321084008011,321084008000
其他,社区/村,龙虬镇,321084008012,321084008000
保安村,社区/村,三垛镇,321084009001,321084009000
春生村,社区/村,三垛镇,321084009002,321084009000
大卢村,社区/村,三垛镇,321084009003,321084009000
东楼村,社区/村,三垛镇,321084009004,321084009000
二沟村,社区/村,三垛镇,321084009005,321084009000
港河村,社区/村,三垛镇,321084009006,321084009000
耿庭村,社区/村,三垛镇,321084009007,321084009000
官垛村,社区/村,三垛镇,321084009008,321084009000
剑鸣村,社区/村,三垛镇,321084009009,321084009000
林阳村,社区/村,三垛镇,321084009010,321084009000
柳南村,社区/村,三垛镇,321084009011,321084009000
米仓村,社区/村,三垛镇,321084009012,321084009000
南丰村,社区/村,三垛镇,321084009013,321084009000
三百六村,社区/村,三垛镇,321084009014,321084009000
少游村,社区/村,三垛镇,321084009015,321084009000
司徒村,社区/村,三垛镇,321084009016,321084009000
武宁村,社区/村,三垛镇,321084009017,321084009000
兴联村,社区/村,三垛镇,321084009018,321084009000
俞胡村,社区/村,三垛镇,321084009019,321084009000
茆吴村,社区/村,三垛镇,321084009020,321084009000
柘垛村,社区/村,三垛镇,321084009021,321084009000
二沟社区,社区/村,三垛镇,321084009022,321084009000
司徒社区,社区/村,三垛镇,321084009023,321084009000
武宁社区,社区/村,三垛镇,321084009024,321084009000
三阳社区,社区/村,三垛镇,321084009025,321084009000
其他,社区/村,三垛镇,321084009026,321084009000
槽坊村,社区/村,送桥镇,321084010001,321084010000
常集村,社区/村,送桥镇,321084010002,321084010000
郭集村,社区/村,送桥镇,321084010004,321084010000
黄圩村,社区/村,送桥镇,321084010005,321084010000
毛港村,社区/村,送桥镇,321084010007,321084010000
庙家村,社区/村,送桥镇,321084010008,321084010000
南茶村,社区/村,送桥镇,321084010009,321084010000
盘塘村,社区/村,送桥镇,321084010010,321084010000
邵庄村,社区/村,送桥镇,321084010011,321084010000
神居山村,社区/村,送桥镇,321084010012,321084010000
送驾桥村,社区/村,送桥镇,321084010013,321084010000
孙巷村,社区/村,送桥镇,321084010014,321084010000
肖祠村,社区/村,送桥镇,321084010015,321084010000
张公渡村,社区/村,送桥镇,321084010016,321084010000
准提村,社区/村,送桥镇,321084010017,321084010000
送桥社区,社区/村,送桥镇,321084010018,321084010000
德华社区,社区/村,送桥镇,321084010019,321084010000
天山社区,社区/村,送桥镇,321084010020,321084010000
官路社区,社区/村,送桥镇,321084010021,321084010000
其他,社区/村,送桥镇,321084010022,321084010000
长林村,社区/村,汤庄镇,321084011001,321084011000
甸垛村,社区/村,汤庄镇,321084011002,321084011000
富南村,社区/村,汤庄镇,321084011003,321084011000
汉留村,社区/村,汤庄镇,321084011004,321084011000
京汉村,社区/村,汤庄镇,321084011005,321084011000
联谊村,社区/村,汤庄镇,321084011006,321084011000
南屏村,社区/村,汤庄镇,321084011007,321084011000
潘季村,社区/村,汤庄镇,321084011008,321084011000
沙堰村,社区/村,汤庄镇,321084011009,321084011000
双屏村,社区/村,汤庄镇,321084011010,321084011000
四异村,社区/村,汤庄镇,321084011011,321084011000
汤庄村,社区/村,汤庄镇,321084011012,321084011000
友好村,社区/村,汤庄镇,321084011013,321084011000
友谊村,社区/村,汤庄镇,321084011014,321084011000
跃进村,社区/村,汤庄镇,321084011015,321084011000
曾钰村,社区/村,汤庄镇,321084011016,321084011000
缦阳村,社区/村,汤庄镇,321084011017,321084011000
海陵社区,社区/村,汤庄镇,321084011018,321084011000
金堰社区,社区/村,汤庄镇,321084011019,321084011000
汉留社区,社区/村,汤庄镇,321084011020,321084011000
阳澄社区,社区/村,汤庄镇,321084011021,321084011000
其他,社区/村,汤庄镇,321084011022,321084011000
伯勤村,社区/村,卸甲镇,321084012001,321084012000
陈堡村,社区/村,卸甲镇,321084012002,321084012000
大庵村,社区/村,卸甲镇,321084012003,321084012000
郭楼村,社区/村,卸甲镇,321084012004,321084012000
恒丰村,社区/村,卸甲镇,321084012005,321084012000
花阳村,社区/村,卸甲镇,321084012006,321084012000
金港村,社区/村,卸甲镇,321084012007,321084012000
金沟村,社区/村,卸甲镇,321084012008,321084012000
金家村,社区/村,卸甲镇,321084012009,321084012000
龙奔村,社区/村,卸甲镇,321084012010,321084012000
潘阳村,社区/村,卸甲镇,321084012011,321084012000
三河村,社区/村,卸甲镇,321084012012,321084012000
三新村,社区/村,卸甲镇,321084012013,321084012000
卸甲村,社区/村,卸甲镇,321084012014,321084012000
一平村,社区/村,卸甲镇,321084012015,321084012000
张余村,社区/村,卸甲镇,321084012016,321084012000
周邶墩,社区/村,卸甲镇,321084012017,321084012000
龙奔社区,社区/村,卸甲镇,321084012018,321084012000
卸甲社区,社区/村,卸甲镇,321084012019,321084012000
伯勤社区,社区/村,卸甲镇,321084012020,321084012000
八桥社区,社区/村,卸甲镇,321084012021,321084012000
其他,社区/村,卸甲镇,321084012022,321084012000
长宁村,社区/村,周山镇,321084013001,321084013000
狄奔村,社区/村,周山镇,321084013002,321084013000
龙华村,社区/村,周山镇,321084013003,321084013000
龙胜村,社区/村,周山镇,321084013004,321084013000
双河村,社区/村,周山镇,321084013005,321084013000
万福村,社区/村,周山镇,321084013006,321084013000
吴堡村,社区/村,周山镇,321084013007,321084013000
志光村,社区/村,周山镇,321084013008,321084013000
杨庙社区,社区/村,周山镇,321084013009,321084013000
其他,社区/村,周山镇,321084013010,321084013000
蔡家山社区,社区/村,大市口街道,321102007033,321102007000
双井路社区,社区/村,大市口街道,321102007034,321102007000
茶山社区,社区/村,大市口街道,321102007035,321102007000
老北门社区,社区/村,大市口街道,321102007036,321102007000
本级,社区/村,大市口街道,321102007037,321102007000
米山社区,社区/村,大市口街道,321102007038,321102007000
华润社区,社区/村,大市口街道,321102007039,321102007000
宋官营社区,社区/村,大市口街道,321102007040,321102007000
高桥北社区,社区/村,大市口街道,321102007041,321102007000
古城社区,社区/村,大市口街道,321102007042,321102007000
千秋桥社区,社区/村,大市口街道,321102007043,321102007000
青云门社区,社区/村,大市口街道,321102007044,321102007000
东吴社区,社区/村,大市口街道,321102007045,321102007000
花山南社区,社区/村,健康路街道,321102008046,321102008000
尚友社区,社区/村,健康路街道,321102008047,321102008000
桃花坞社区,社区/村,健康路街道,321102008048,321102008000
健康社区,社区/村,健康路街道,321102008049,321102008000
田家门社区,社区/村,健康路街道,321102008050,321102008000
寿邱街社区,社区/村,健康路街道,321102008051,321102008000
山门口社区,社区/村,健康路街道,321102008052,321102008000
本级,社区/村,健康路街道,321102008053,321102008000
东桃社区,社区/村,健康路街道,321102008054,321102008000
石马湾社区,社区/村,健康路街道,321102008055,321102008000
梦溪社区,社区/村,健康路街道,321102008056,321102008000
大学山社区,社区/村,健康路街道,321102008057,321102008000
气象里社区,社区/村,健康路街道,321102008058,321102008000
道署街社区,社区/村,四牌楼街道,321102009068,321102009000
阳光世纪花园社区,社区/村,四牌楼街道,321102009069,321102009000
新河街社区,社区/村,四牌楼街道,321102009070,321102009000
民主新村社区,社区/村,四牌楼街道,321102009071,321102009000
江山名洲社区,社区/村,四牌楼街道,321102009072,321102009000
本级,社区/村,四牌楼街道,321102009073,321102009000
江东社区,社区/村,四牌楼街道,321102009074,321102009000
香江花城社区,社区/村,四牌楼街道,321102009075,321102009000
虹桥社区,社区/村,四牌楼街道,321102009076,321102009000
江滨新村第一社区,社区/村,四牌楼街道,321102009077,321102009000
江滨新村第二社区,社区/村,四牌楼街道,321102009078,321102009000
北固山社区,社区/村,四牌楼街道,321102009079,321102009000
新红旗社区,社区/村,新民洲临港产业园管委会,321102024014,321102024000
镇江新民洲临港产业园,社区/村,新民洲临港产业园管委会,321102024015,321102024000
左湖村,社区/村,京口经济开发区,321102025001,321102025000
上隍村,社区/村,京口经济开发区,321102025002,321102025000
经济开发区,社区/村,京口经济开发区,321102025016,321102025000
李华社区,社区/村,京口经济开发区,321102025017,321102025000
破年参保,社区/村,破年参保人员,321102026001,321102026000
丹企社区,社区/村,象山街道,321102029001,321102029000
恒顺翠谷社区,社区/村,象山街道,321102029020,321102029000
颐和家园社区,社区/村,象山街道,321102029021,321102029000
红旗村,社区/村,象山街道,321102029022,321102029000
东风社区,社区/村,象山街道,321102029079,321102029000
景阳山社区,社区/村,象山街道,321102029080,321102029000
江大社区,社区/村,象山街道,321102029081,321102029000
学府路社区,社区/村,象山街道,321102029082,321102029000
汝山社区,社区/村,象山街道,321102029083,321102029000
左湖村,社区/村,象山街道,321102029084,321102029000
上隍村,社区/村,象山街道,321102029085,321102029000
象山镇本级,社区/村,象山街道,321102029086,321102029000
九里社区,社区/村,象山街道,321102029087,321102029000
象山社区,社区/村,象山街道,321102029088,321102029000
红旗社区,社区/村,象山街道,321102029089,321102029000
丹徒社区,社区/村,象山街道,321102029090,321102029000
长江村,社区/村,象山街道,321102029091,321102029000
陈家门社区,社区/村,象山街道,321102029092,321102029000
焦山社区,社区/村,象山街道,321102029093,321102029000
东城社区,社区/村,象山街道,321102029095,321102029000
林机社区,社区/村,象山街道,321102029096,321102029000
宗泽路社区,社区/村,象山街道,321102029097,321102029000
长岗社区,社区/村,象山街道,321102029098,321102029000
孟诚社区,社区/村,象山街道,321102029099,321102029000
桓王亭社区,社区/村,象山街道,321102029100,321102029000
御带河社区,社区/村,象山街道,321102029101,321102029000
东京村,社区/村,谏壁街道,321102030001,321102030000
西街社区,社区/村,谏壁街道,321102030002,321102030000
雩北村,社区/村,谏壁街道,321102030003,321102030000
雩山村,社区/村,谏壁街道,321102030004,321102030000
谏壁镇电厂社区,社区/村,谏壁街道,321102030005,321102030000
粮山社区,社区/村,谏壁街道,321102030006,321102030000
东街社区,社区/村,谏壁街道,321102030007,321102030000
索普社区,社区/村,谏壁街道,321102030008,321102030000
越河街社区,社区/村,谏壁街道,321102030009,321102030000
月湖社区,社区/村,谏壁街道,321102030010,321102030000
焦湾社区,社区/村,谏壁街道,321102030011,321102030000
谏壁镇本级,社区/村,谏壁街道,321102030012,321102030000
蔡家村,社区/村,谏壁街道,321102030013,321102030000
李华村,社区/村,谏壁街道,321102030015,321102030000
京口工业园区,社区/村,谏壁街道,321102030016,321102030000
焦顶山社区,社区/村,正东路街道,321102032001,321102032000
江科大社区,社区/村,正东路街道,321102032059,321102032000
贺家弄社区,社区/村,正东路街道,321102032060,321102032000
宝塔山社区,社区/村,正东路街道,321102032061,321102032000
棒棰营社区,社区/村,正东路街道,321102032062,321102032000
京口路社区,社区/村,正东路街道,321102032063,321102032000
酒海街社区,社区/村,正东路街道,321102032064,321102032000
恒美嘉园社区,社区/村,正东路街道,321102032065,321102032000
京岘山社区,社区/村,正东路街道,321102032066,321102032000
本级,社区/村,正东路街道,321102032067,321102032000
润州破年参保,社区/村,润州破年参保人员,321111004001,321111004000
鹤林社区,社区/村,南山街道,321111005010,321111005000
五凤口社区,社区/村,南山街道,321111005011,321111005000
朝阳社区,社区/村,南山街道,321111005012,321111005000
檀山白龙湖社区,社区/村,南山街道,321111005013,321111005000
回龙社区,社区/村,南山街道,321111005014,321111005000
银山门社区,社区/村,金山街道,321111010005,321111010000
润州山路社区,社区/村,金山街道,321111010042,321111010000
西津古渡社区,社区/村,金山街道,321111010044,321111010000
本级,社区/村,金山街道,321111010045,321111010000
迎江路中心社区,社区/村,金山街道,321111010046,321111010000
京畿路社区,社区/村,金山街道,321111010048,321111010000
杨家门社区,社区/村,金山街道,321111010049,321111010000
风车山社区,社区/村,金山街道,321111010054,321111010000
红光（太古山）社区,社区/村,金山街道,321111010057,321111010000
金山社区,社区/村,和平路街道,321111021025,321111021000
琴园巷社区,社区/村,和平路街道,321111021026,321111021000
金湖社区,社区/村,和平路街道,321111021028,321111021000
桃园社区,社区/村,和平路街道,321111021030,321111021000
三茅宫第一社区,社区/村,和平路街道,321111021031,321111021000
本级,社区/村,和平路街道,321111021032,321111021000
征润州社区,社区/村,和平路街道,321111021033,321111021000
新金江社区,社区/村,和平路街道,321111021034,321111021000
三茅宫第二社区,社区/村,和平路街道,321111021035,321111021000
牌湾社区,社区/村,和平路街道,321111021036,321111021000
一泉社区,社区/村,和平路街道,321111021037,321111021000
一泉村,社区/村,和平路街道,321111021038,321111021000
谏壁社区,社区/村,和平路街道,321111021040,321111021000
金泉社区,社区/村,和平路街道,321111021041,321111021000
金西社区,社区/村,和平路街道,321111021042,321111021000
金湖（金山水城）社区,社区/村,和平路街道,321111021043,321111021000
金桥社区,社区/村,宝塔路街道,321111022001,321111022000
电力路片区服务中心,社区/村,宝塔路街道,321111022002,321111022000
北府路社区,社区/村,宝塔路街道,321111022003,321111022000
运河社区,社区/村,宝塔路街道,321111022057,321111022000
黎明社区,社区/村,宝塔路街道,321111022058,321111022000
李家山新村第一社区,社区/村,宝塔路街道,321111022059,321111022000
广东山庄社区,社区/村,宝塔路街道,321111022061,321111022000
同德里社区,社区/村,宝塔路街道,321111022062,321111022000
本级,社区/村,宝塔路街道,321111022063,321111022000
黄山社区,社区/村,宝塔路街道,321111022064,321111022000
车站社区,社区/村,宝塔路街道,321111022065,321111022000
润州花园社区,社区/村,宝塔路街道,321111022066,321111022000
凤鸣新村社区,社区/村,宝塔路街道,321111022067,321111022000
李家山新村第二社区,社区/村,宝塔路街道,321111022068,321111022000
庄泉社区,社区/村,宝塔路街道,321111022901,321111022000
林隐社区,社区/村,宝塔路街道,321111022902,321111022000
北府路社区,社区/村,宝塔路街道,321111022903,321111022000
新城社区（七里甸）,社区/村,七里甸街道,321111027001,321111027000
曙光（南徐）社区,社区/村,七里甸街道,321111027002,321111027000
五里社区,社区/村,七里甸街道,321111027069,321111027000
天桥路社区,社区/村,七里甸街道,321111027070,321111027000
天和星城社区,社区/村,七里甸街道,321111027072,321111027000
曙光村（七里）,社区/村,七里甸街道,321111027073,321111027000
金星社区,社区/村,七里甸街道,321111027074,321111027000
本级,社区/村,七里甸街道,321111027075,321111027000
四圩社区,社区/村,七里甸街道,321111027076,321111027000
二道巷社区,社区/村,七里甸街道,321111027077,321111027000
光华社区,社区/村,七里甸街道,321111027078,321111027000
朱方路社区,社区/村,七里甸街道,321111027079,321111027000
七里甸社区,社区/村,七里甸街道,321111027080,321111027000
万科社区,社区/村,七里甸街道,321111027082,321111027000
本级,社区/村,润州民发委,321111028089,321111028000
润州工业园区,社区/村,蒋乔街道,321111031001,321111031000
九华山庄社区,社区/村,蒋乔街道,321111031002,321111031000
鲇鱼套村,社区/村,蒋乔街道,321111031003,321111031000
大桥村,社区/村,蒋乔街道,321111031004,321111031000
龙门村,社区/村,蒋乔街道,321111031005,321111031000
五洲山村,社区/村,蒋乔街道,321111031006,321111031000
四摆渡社区,社区/村,蒋乔街道,321111031007,321111031000
七里社区,社区/村,蒋乔街道,321111031019,321111031000
蒋乔镇本级,社区/村,蒋乔街道,321111031021,321111031000
嶂山村,社区/村,蒋乔街道,321111031022,321111031000
乔家门社区,社区/村,蒋乔街道,321111031024,321111031000
凤凰家园社区,社区/村,蒋乔街道,321111031901,321111031000
宝平社区,社区/村,官塘桥街道,321111032001,321111032000
远洋社区,社区/村,官塘桥街道,321111032002,321111032000
秀山村,社区/村,官塘桥街道,321111032019,321111032000
官塘桥村,社区/村,官塘桥街道,321111032020,321111032000
平山村,社区/村,官塘桥街道,321111032023,321111032000
韦岗村,社区/村,韦岗街道,321111033018,321111033000
南山联合社区,社区/村,鹤林,321111034002,321111034000
其一村,社区/村,上党镇,321112001024,321112001000
东沛村,社区/村,上党镇,321112001025,321112001000
古洞村,社区/村,上党镇,321112001026,321112001000
墅山村,社区/村,上党镇,321112001027,321112001000
五塘村,社区/村,上党镇,321112001028,321112001000
丰城村,社区/村,上党镇,321112001029,321112001000
枫庄村,社区/村,上党镇,321112001030,321112001000
东贪村,社区/村,上党镇,321112001032,321112001000
敖毅村,社区/村,上党镇,321112001033,321112001000
合偶村,社区/村,上党镇,321112001034,321112001000
上党村,社区/村,上党镇,321112001036,321112001000
上会村,社区/村,上党镇,321112001037,321112001000
东方村,社区/村,上党镇,321112001038,321112001000
薛村村,社区/村,上党镇,321112001039,321112001000
盘荣村,社区/村,上党镇,321112001040,321112001000
鲁溪村,社区/村,宝堰镇,321112002042,321112002000
南宫村,社区/村,宝堰镇,321112002043,321112002000
宝堰村,社区/村,宝堰镇,321112002044,321112002000
宝堰社区,社区/村,宝堰镇,321112002045,321112002000
团结村,社区/村,宝堰镇,321112002047,321112002000
前隍村,社区/村,宝堰镇,321112002048,321112002000
徐巷村,社区/村,宝堰镇,321112002049,321112002000
杨艺,社区/村,荣炳盐资源区,321112003040,321112003000
高庄村,社区/村,荣炳盐资源区,321112003050,321112003000
曙光村（荣炳）,社区/村,荣炳盐资源区,321112003051,321112003000
荣炳集镇社区,社区/村,荣炳盐资源区,321112003052,321112003000
胜利村,社区/村,荣炳盐资源区,321112003053,321112003000
曲阳村,社区/村,荣炳盐资源区,321112003054,321112003000
蒲圩村,社区/村,荣炳盐资源区,321112003056,321112003000
巢凰村,社区/村,高资镇,321112004057,321112004000
水台村,社区/村,高资镇,321112004058,321112004000
唐驾庄村,社区/村,高资镇,321112004059,321112004000
高资居委会,社区/村,高资镇,321112004060,321112004000
正东村,社区/村,高资镇,321112004061,321112004000
营春村,社区/村,高资镇,321112004062,321112004000
西斛村,社区/村,高资镇,321112004063,321112004000
巫岗村,社区/村,高资镇,321112004064,321112004000
石马村,社区/村,高资镇,321112004065,321112004000
勤丰村,社区/村,高资镇,321112004066,321112004000
高资村,社区/村,高资镇,321112004067,321112004000
厚固村,社区/村,高资镇,321112004068,321112004000
陈丰村,社区/村,高资镇,321112004069,321112004000
兴隆村（世业）,社区/村,世业镇,321112005071,321112005000
东大坝村,社区/村,世业镇,321112005072,321112005000
世业村,社区/村,世业镇,321112005073,321112005000
卫星村,社区/村,世业镇,321112005074,321112005000
先锋村,社区/村,世业镇,321112005075,321112005000
街道集中户,社区/村,宜城街道,321112006001,321112006000
湖畔社区,社区/村,宜城街道,321112006002,321112006000
西麓村,社区/村,宜城街道,321112006078,321112006000
缪家甸社区,社区/村,宜城街道,321112006079,321112006000
光明社区,社区/村,宜城街道,321112006080,321112006000
姚庄社区,社区/村,宜城街道,321112006082,321112006000
诈输社区,社区/村,宜城街道,321112006083,321112006000
驸马庄社区,社区/村,宜城街道,321112006086,321112006000
长山村,社区/村,宜城街道,321112006088,321112006000
宜和社区,社区/村,宜城街道,321112006089,321112006000
谷阳村,社区/村,宜城街道,321112006901,321112006000
槐阴村,社区/村,宜城街道,321112006902,321112006000
丹桂社区,社区/村,宜城街道,321112006903,321112006000
长安社区,社区/村,宜城街道,321112006904,321112006000
高校园区社区,社区/村,宜城街道,321112006905,321112006000
丹盛社区,社区/村,宜城街道,321112006906,321112006000
崇文社区,社区/村,宜城街道,321112006907,321112006000
镇扬村,社区/村,高桥镇,321112017081,321112017000
高桥村,社区/村,高桥镇,321112017082,321112017000
康泰村,社区/村,高桥镇,321112017083,321112017000
京江村,社区/村,高桥镇,321112017084,321112017000
安丰村,社区/村,高桥镇,321112017085,321112017000
四方桥村,社区/村,高桥镇,321112017086,321112017000
高桥居委会,社区/村,高桥镇,321112017087,321112017000
上党新生儿,社区/村,高桥镇,321112017088,321112017000
五套村,社区/村,江心生态农业园区,321112018088,321112018000
益平村,社区/村,江心生态农业园区,321112018089,321112018000
江心社区,社区/村,江心生态农业园区,321112018091,321112018000
五墩村,社区/村,江心生态农业园区,321112018092,321112018000
东街村,社区/村,辛丰镇,321112019001,321112019000
龙山村,社区/村,辛丰镇,321112019002,321112019000
北於村,社区/村,辛丰镇,321112019003,321112019000
于南村,社区/村,辛丰镇,321112019004,321112019000
下方村,社区/村,辛丰镇,321112019005,321112019000
山北村,社区/村,辛丰镇,321112019006,321112019000
德胜村,社区/村,辛丰镇,321112019007,321112019000
新丰社区,社区/村,辛丰镇,321112019008,321112019000
南岗村,社区/村,辛丰镇,321112019009,321112019000
石城村,社区/村,辛丰镇,321112019010,321112019000
黄墟集镇,社区/村,辛丰镇,321112019011,321112019000
辛丰居委会,社区/村,辛丰镇,321112019012,321112019000
辛丰村,社区/村,辛丰镇,321112019093,321112019000
黄墟村,社区/村,辛丰镇,321112019094,321112019000
中心村,社区/村,辛丰镇,321112019095,321112019000
星棋村,社区/村,辛丰镇,321112019097,321112019000
辛桥村,社区/村,辛丰镇,321112019098,321112019000
黄泥村,社区/村,辛丰镇,321112019099,321112019000
东湖村,社区/村,谷阳镇,321112020011,321112020000
黄序村,社区/村,谷阳镇,321112020012,321112020000
千里村,社区/村,谷阳镇,321112020013,321112020000
湖滨村,社区/村,谷阳镇,321112020014,321112020000
三山居委会,社区/村,谷阳镇,321112020015,321112020000
金河村,社区/村,谷阳镇,321112020016,321112020000
莱村村,社区/村,谷阳镇,321112020017,321112020000
庄泉村,社区/村,谷阳镇,321112020019,321112020000
华村村,社区/村,谷阳镇,321112020020,321112020000
湖马村,社区/村,谷阳镇,321112020023,321112020000
陆村村,社区/村,谷阳镇,321112020901,321112020000
张巷村,社区/村,谷阳镇,321112020902,321112020000
镇南村,社区/村,谷阳镇,321112020903,321112020000
金港社区,社区/村,大港街道,321171012001,321171012000
观塘村,社区/村,大港街道,321171012002,321171012000
光华村,社区/村,大港街道,321171012003,321171012000
聂家村,社区/村,大港街道,321171012004,321171012000
坦王村,社区/村,大港街道,321171012005,321171012000
魏家墩村,社区/村,大港街道,321171012006,321171012000
横山村（大港）,社区/村,大港街道,321171012007,321171012000
赵魏村,社区/村,大港街道,321171012008,321171012000
瑞鑫社区服务站,社区/村,大港街道,321171012009,321171012000
新瑞社区,社区/村,大港街道,321171012010,321171012000
龙泉社区,社区/村,大港街道,321171012011,321171012000
紫竹社区,社区/村,大港街道,321171012012,321171012000
大港外地人员参保,社区/村,大港街道,321171012013,321171012000
宜港社区,社区/村,大港街道,321171012014,321171012000
华阳村,社区/村,大港街道,321171012017,321171012000
韩桥村,社区/村,大港街道,321171012018,321171012000
港中新村社区,社区/村,大港街道,321171012019,321171012000
伯先新村社区,社区/村,大港街道,321171012020,321171012000
本级,社区/村,大港街道,321171012021,321171012000
甸上村,社区/村,大港街道,321171012022,321171012000
银山鑫城社区,社区/村,大港街道,321171012023,321171012000
东方村,社区/村,大港街道,321171012024,321171012000
北山村,社区/村,大港街道,321171012025,321171012000
港南花苑社区,社区/村,大港街道,321171012027,321171012000
段家村,社区/村,大港街道,321171012028,321171012000
北角村,社区/村,大港街道,321171012029,321171012000
厚角村,社区/村,大港街道,321171012030,321171012000
大百村,社区/村,大港街道,321171012031,321171012000
龙泉村,社区/村,大港街道,321171012032,321171012000
王巷村,社区/村,大港街道,321171012034,321171012000
大港村,社区/村,大港街道,321171012035,321171012000
祝赵村,社区/村,大港街道,321171012036,321171012000
孩溪村,社区/村,大港街道,321171012045,321171012000
唐巷村,社区/村,大港街道,321171012046,321171012000
凤凰社区,社区/村,大港街道,321171012080,321171012000
大学科技园,社区/村,丁卯街道,321171013001,321171013000
丁卯外地人员参保,社区/村,丁卯街道,321171013002,321171013000
渣泽村,社区/村,丁卯街道,321171013037,321171013000
西苑社区,社区/村,丁卯街道,321171013038,321171013000
潘宗社区,社区/村,丁卯街道,321171013039,321171013000
本级,社区/村,丁卯街道,321171013040,321171013000
戴家巷社区,社区/村,丁卯街道,321171013041,321171013000
马家山社区,社区/村,丁卯街道,321171013042,321171013000
丁卯社区,社区/村,丁卯街道,321171013043,321171013000
谷阳社区,社区/村,丁卯街道,321171013044,321171013000
横山村,社区/村,丁卯街道,321171013045,321171013000
武将社区,社区/村,丁卯街道,321171013046,321171013000
润南村,社区/村,丁卯街道,321171013055,321171013000
蕴德社区,社区/村,丁卯街道,321171013060,321171013000
平昌中心社区新乐社区,社区/村,大路镇,321171014001,321171014000
瑞滨新苑社区,社区/村,大路镇,321171014002,321171014000
平昌中心社区新瑞社区,社区/村,大路镇,321171014021,321171014000
大路外地人员参保,社区/村,大路镇,321171014022,321171014000
武桥村,社区/村,大路镇,321171014047,321171014000
本级,社区/村,大路镇,321171014048,321171014000
长征村,社区/村,大路镇,321171014049,321171014000
大路村,社区/村,大路镇,321171014050,321171014000
薛港村,社区/村,大路镇,321171014051,321171014000
东岳村,社区/村,大路镇,321171014052,321171014000
照临村,社区/村,大路镇,321171014053,321171014000
西戴村,社区/村,大路镇,321171014054,321171014000
小港村,社区/村,大路镇,321171014055,321171014000
宗张村,社区/村,大路镇,321171014056,321171014000
葛村新苑社区,社区/村,丁岗镇,321171015001,321171015000
丁岗外地人员参保,社区/村,丁岗镇,321171015002,321171015000
集镇,社区/村,丁岗镇,321171015057,321171015000
纪庄村,社区/村,丁岗镇,321171015058,321171015000
留村村,社区/村,丁岗镇,321171015059,321171015000
华墅村,社区/村,丁岗镇,321171015060,321171015000
丁岗村,社区/村,丁岗镇,321171015061,321171015000
葛村村,社区/村,丁岗镇,321171015062,321171015000
本级,社区/村,丁岗镇,321171015063,321171015000
平昌中心社区新茂社区,社区/村,丁岗镇,321171015064,321171015000
心湖社区,社区/村,丁岗镇,321171015070,321171015000
平昌中心社区宜居社区,社区/村,丁岗镇,321171015071,321171015000
平昌中心社区宜乐社区,社区/村,丁岗镇,321171015072,321171015000
平昌中心社区宜业社区,社区/村,丁岗镇,321171015073,321171015000
平昌中心社区新润社区,社区/村,姚桥镇,321171016001,321171016000
平昌中心社区新怡社区,社区/村,姚桥镇,321171016002,321171016000
姚桥外地人员参保,社区/村,姚桥镇,321171016003,321171016000
伏漕村,社区/村,姚桥镇,321171016065,321171016000
兴隆村（姚桥）,社区/村,姚桥镇,321171016066,321171016000
大东村,社区/村,姚桥镇,321171016067,321171016000
迎滨村,社区/村,姚桥镇,321171016068,321171016000
华山村,社区/村,姚桥镇,321171016069,321171016000
石桥村,社区/村,姚桥镇,321171016070,321171016000
茂华村,社区/村,姚桥镇,321171016071,321171016000
庄基村,社区/村,姚桥镇,321171016072,321171016000
仲宝村,社区/村,姚桥镇,321171016073,321171016000
姚镇村,社区/村,姚桥镇,321171016074,321171016000
本级,社区/村,姚桥镇,321171016075,321171016000
儒里村,社区/村,姚桥镇,321171016076,321171016000
红光村,社区/村,姚桥镇,321171016077,321171016000
迎北村,社区/村,姚桥镇,321171016078,321171016000
