名称,类型,父记录,行政区划代码,父级行政区划代码
三桥村,社区/村,姚桥镇,321171016079,321171016000
人员,社区/村,新区破年参保,321171017001,321171017000
丰洛村,社区/村,司徒镇,321181501002,321181501000
杏虎1支,社区/村,司徒镇,321181501008,321181501000
杏虎2支,社区/村,司徒镇,321181501009,321181501000
杏虎3支,社区/村,司徒镇,321181501010,321181501000
前岗村,社区/村,司徒镇,321181501011,321181501000
北大村,社区/村,司徒镇,321181501012,321181501000
谭巷村,社区/村,司徒镇,321181501013,321181501000
固村村,社区/村,司徒镇,321181501014,321181501000
杏村村,社区/村,司徒镇,321181501015,321181501000
荻塘村,社区/村,司徒镇,321181501016,321181501000
银光村,社区/村,司徒镇,321181501017,321181501000
十里牌村,社区/村,司徒镇,321181501018,321181501000
东风村,社区/村,司徒镇,321181501019,321181501000
薛甲村,社区/村,司徒镇,321181501020,321181501000
张寺村,社区/村,司徒镇,321181501021,321181501000
屯甸村,社区/村,司徒镇,321181501022,321181501000
全州村,社区/村,司徒镇,321181501023,321181501000
丁庄村,社区/村,司徒镇,321181501024,321181501000
培棠村,社区/村,司徒镇,321181501025,321181501000
毛甲村,社区/村,司徒镇,321181501026,321181501000
居委会,社区/村,司徒镇,321181501027,321181501000
尤区村,社区/村,司徒镇,321181501029,321181501000
政府代缴组,社区/村,司徒镇,321181501099,321181501000
东皇村,社区/村,延陵镇,321181502002,321181502000
九里村,社区/村,延陵镇,321181502008,321181502000
联兴村,社区/村,延陵镇,321181502012,321181502000
麦溪村,社区/村,延陵镇,321181502018,321181502000
松卜村,社区/村,延陵镇,321181502020,321181502000
柳茹村,社区/村,延陵镇,321181502021,321181502000
赵巷村,社区/村,延陵镇,321181502022,321181502000
延陵村,社区/村,延陵镇,321181502023,321181502000
延星村,社区/村,延陵镇,321181502024,321181502000
宝林村,社区/村,延陵镇,321181502025,321181502000
居委会,社区/村,延陵镇,321181502026,321181502000
利民村,社区/村,延陵镇,321181502030,321181502000
大吕村,社区/村,延陵镇,321181502031,321181502000
行宫村,社区/村,延陵镇,321181502032,321181502000
芳草社区,社区/村,延陵镇,321181502046,321181502000
滨河社区,社区/村,延陵镇,321181502047,321181502000
芳庭社区,社区/村,延陵镇,321181502048,321181502000
政府代缴组,社区/村,延陵镇,321181502099,321181502000
新庄村,社区/村,珥陵镇,321181503001,321181503000
丈山村,社区/村,珥陵镇,321181503002,321181503000
大施村,社区/村,珥陵镇,321181503003,321181503000
护国村,社区/村,珥陵镇,321181503004,321181503000
积庆村,社区/村,珥陵镇,321181503005,321181503000
珥城村,社区/村,珥陵镇,321181503006,321181503000
扶城村,社区/村,珥陵镇,321181503007,321181503000
中仙村,社区/村,珥陵镇,321181503008,321181503000
祥里村,社区/村,珥陵镇,321181503009,321181503000
黄埝村,社区/村,珥陵镇,321181503010,321181503000
居委会,社区/村,珥陵镇,321181503011,321181503000
苗圃,社区/村,珥陵镇,321181503012,321181503000
政府代缴组,社区/村,珥陵镇,321181503099,321181503000
东新村,社区/村,导墅镇,321181504002,321181504000
东河村,社区/村,导墅镇,321181504003,321181504000
里庄村,社区/村,导墅镇,321181504004,321181504000
白马村,社区/村,导墅镇,321181504005,321181504000
镇东村,社区/村,导墅镇,321181504006,321181504000
小华村,社区/村,导墅镇,321181504011,321181504000
大华村,社区/村,导墅镇,321181504013,321181504000
后庄村,社区/村,导墅镇,321181504014,321181504000
下琴村,社区/村,导墅镇,321181504018,321181504000
导墅村,社区/村,导墅镇,321181504019,321181504000
居委会,社区/村,导墅镇,321181504020,321181504000
里庄居委会,社区/村,导墅镇,321181504021,321181504000
葩桥村,社区/村,导墅镇,321181504030,321181504000
政府代缴组,社区/村,导墅镇,321181504099,321181504000
丁桥村,社区/村,皇塘镇,321181505002,321181505000
张埝村,社区/村,皇塘镇,321181505004,321181505000
白兔村,社区/村,皇塘镇,321181505005,321181505000
皇塘村,社区/村,皇塘镇,321181505006,321181505000
大南庄村,社区/村,皇塘镇,321181505008,321181505000
宏图村,社区/村,皇塘镇,321181505009,321181505000
鹤溪村,社区/村,皇塘镇,321181505010,321181505000
蒋墅村,社区/村,皇塘镇,321181505011,321181505000
滕村村,社区/村,皇塘镇,321181505012,321181505000
积善村,社区/村,皇塘镇,321181505015,321181505000
后亭村,社区/村,皇塘镇,321181505017,321181505000
白鹤居委会,社区/村,皇塘镇,321181505019,321181505000
新丰街居委会,社区/村,皇塘镇,321181505020,321181505000
政府代缴组,社区/村,皇塘镇,321181505099,321181505000
河北村,社区/村,吕城镇,321181506001,321181506000
井园村,社区/村,吕城镇,321181506002,321181506000
河南村,社区/村,吕城镇,321181506004,321181506000
西墅村,社区/村,吕城镇,321181506006,321181506000
虎墅村,社区/村,吕城镇,321181506008,321181506000
蔡塔村,社区/村,吕城镇,321181506010,321181506000
留庄村,社区/村,吕城镇,321181506011,321181506000
中心村,社区/村,吕城镇,321181506015,321181506000
花龙村,社区/村,吕城镇,321181506016,321181506000
运河村,社区/村,吕城镇,321181506017,321181506000
西符村,社区/村,吕城镇,321181506018,321181506000
居委会,社区/村,吕城镇,321181506020,321181506000
政府代缴组,社区/村,吕城镇,321181506099,321181506000
留墅村,社区/村,陵口镇,321181507001,321181507000
乐善村,社区/村,陵口镇,321181507002,321181507000
新庙村,社区/村,陵口镇,321181507004,321181507000
肇巷村,社区/村,陵口镇,321181507005,321181507000
煦庄村,社区/村,陵口镇,321181507006,321181507000
陵口村,社区/村,陵口镇,321181507007,321181507000
新陵村,社区/村,陵口镇,321181507008,321181507000
漕塘村,社区/村,陵口镇,321181507012,321181507000
折柳村,社区/村,陵口镇,321181507013,321181507000
郑店村,社区/村,陵口镇,321181507014,321181507000
居庄村,社区/村,陵口镇,321181507015,321181507000
城墅村,社区/村,陵口镇,321181507016,321181507000
陵口社区居委会,社区/村,陵口镇,321181507020,321181507000
柳北街社区居委会,社区/村,陵口镇,321181507021,321181507000
政府代缴组,社区/村,陵口镇,321181507099,321181507000
杨城村,社区/村,访仙镇,321181508002,321181508000
池塘村,社区/村,访仙镇,321181508003,321181508000
草塘村,社区/村,访仙镇,321181508004,321181508000
窦庄村,社区/村,访仙镇,321181508005,321181508000
仁里村,社区/村,访仙镇,321181508006,321181508000
萧家村,社区/村,访仙镇,321181508009,321181508000
独山村,社区/村,访仙镇,321181508011,321181508000
红光村,社区/村,访仙镇,321181508012,321181508000
双茆村,社区/村,访仙镇,321181508014,321181508000
访仙村,社区/村,访仙镇,321181508016,321181508000
访东村,社区/村,访仙镇,321181508017,321181508000
永丰村,社区/村,访仙镇,321181508020,321181508000
居委会,社区/村,访仙镇,321181508022,321181508000
山南村,社区/村,访仙镇,321181508023,321181508000
官庄村,社区/村,访仙镇,321181508024,321181508000
政府代缴组,社区/村,访仙镇,321181508099,321181508000
界牌居委会,社区/村,界牌镇,321181509007,321181509000
界北社区,社区/村,界牌镇,321181509011,321181509000
界东社区,社区/村,界牌镇,321181509012,321181509000
界南社区,社区/村,界牌镇,321181509013,321181509000
界西社区,社区/村,界牌镇,321181509014,321181509000
界中社区,社区/村,界牌镇,321181509015,321181509000
中心居委会,社区/村,界牌镇,321181509016,321181509000
政府代缴组,社区/村,界牌镇,321181509099,321181509000
石潭村,社区/村,开发区,321181514001,321181514000
晓星社区,社区/村,开发区,321181514002,321181514000
大泊岗村,社区/村,开发区,321181514003,321181514000
高楼社区,社区/村,开发区,321181514004,321181514000
前进社区,社区/村,开发区,321181514005,321181514000
永安社区,社区/村,开发区,321181514006,321181514000
嘉荟新城社区,社区/村,开发区,321181514009,321181514000
车站社区,社区/村,开发区,321181514013,321181514000
双庙社区,社区/村,开发区,321181514014,321181514000
善巷社区,社区/村,开发区,321181514015,321181514000
华甸社区,社区/村,开发区,321181514016,321181514000
路巷社区,社区/村,开发区,321181514017,321181514000
晓墟社区,社区/村,开发区,321181514018,321181514000
史巷社区,社区/村,开发区,321181514019,321181514000
毛家社区,社区/村,开发区,321181514020,321181514000
大泊社区,社区/村,开发区,321181514021,321181514000
马陵社区,社区/村,开发区,321181514023,321181514000
镇北社区,社区/村,开发区,321181514024,321181514000
联观村,社区/村,开发区,321181514026,321181514000
祈钦村,社区/村,开发区,321181514027,321181514000
胡桥村,社区/村,开发区,321181514028,321181514000
大贡村,社区/村,开发区,321181514030,321181514000
张巷村,社区/村,开发区,321181514031,321181514000
建山村,社区/村,开发区,321181514032,321181514000
其林村,社区/村,开发区,321181514033,321181514000
前艾社区,社区/村,开发区,321181514034,321181514000
颜春村,社区/村,开发区,321181514035,321181514000
新民村,社区/村,开发区,321181514037,321181514000
荆林村,社区/村,开发区,321181514041,321181514000
东青村,社区/村,开发区,321181514042,321181514000
练湖新城社区,社区/村,开发区,321181514045,321181514000
锦湖新村社区,社区/村,开发区,321181514046,321181514000
河阳村,社区/村,开发区,321181514047,321181514000
三桥村,社区/村,开发区,321181514048,321181514000
贺巷社区,社区/村,开发区,321181514050,321181514000
普善社区,社区/村,开发区,321181514051,321181514000
镇南村,社区/村,开发区,321181514055,321181514000
居安社区,社区/村,开发区,321181514060,321181514000
政府代缴组,社区/村,开发区,321181514099,321181514000
管委会,社区/村,练湖农场,321181515001,321181515000
政府代缴组,社区/村,练湖农场,321181515099,321181515000
后巷东方村,社区/村,丹北镇,321181516001,321181516000
后巷飞达村,社区/村,丹北镇,321181516002,321181516000
后巷丰裕村,社区/村,丹北镇,321181516003,321181516000
后巷高桥村,社区/村,丹北镇,321181516004,321181516000
后巷管山村,社区/村,丹北镇,321181516005,321181516000
后巷济德村,社区/村,丹北镇,321181516007,321181516000
后巷居委会,社区/村,丹北镇,321181516008,321181516000
后巷前巷村,社区/村,丹北镇,321181516009,321181516000
后巷前巷村五星,社区/村,丹北镇,321181516010,321181516000
后巷新弄村,社区/村,丹北镇,321181516011,321181516000
后巷中心社区居委会,社区/村,丹北镇,321181516012,321181516000
新桥滨江村,社区/村,丹北镇,321181516013,321181516000
新桥长春村,社区/村,丹北镇,321181516014,321181516000
新桥金桥村,社区/村,丹北镇,321181516015,321181516000
新桥群楼村,社区/村,丹北镇,321181516016,321181516000
新桥社区居委会,社区/村,丹北镇,321181516017,321181516000
新桥新巷村,社区/村,丹北镇,321181516018,321181516000
新桥姚家弄村,社区/村,丹北镇,321181516019,321181516000
埤城宝山村,社区/村,丹北镇,321181516020,321181516000
埤城常兴村,社区/村,丹北镇,321181516021,321181516000
埤城城中村,社区/村,丹北镇,321181516022,321181516000
埤城村,社区/村,丹北镇,321181516023,321181516000
埤城居委会,社区/村,丹北镇,321181516024,321181516000
埤城西丰村,社区/村,丹北镇,321181516025,321181516000
埤城尧巷村,社区/村,丹北镇,321181516026,321181516000
埤城越岭村,社区/村,丹北镇,321181516027,321181516000
政府代缴组,社区/村,丹北镇,321181516099,321181516000
白云街社区,社区/村,云阳街道,321181517001,321181517000
朝阳新村社区,社区/村,云阳街道,321181517002,321181517000
城北村,社区/村,云阳街道,321181517003,321181517000
城南村,社区/村,云阳街道,321181517004,321181517000
大定船社区,社区/村,云阳街道,321181517005,321181517000
大钱村,社区/村,云阳街道,321181517006,321181517000
大圣村,社区/村,云阳街道,321181517007,321181517000
